targetid,legacy_brickname_objid,legacy_brickname,legacy_objid,legacy_brickid,legacy_release,targetid_mock,targetid_sky,targetid_gaiadr,ra,dec,split
2780801368326148,0652m062-4,0652m062,4,294679,632,0,0,0,65.24837507713163,-6.287625168440892,train
2780802660171783,1426m062-7,1426m062,7,294987,632,0,0,0,142.6218521217875,-6.218349612852191,test
2780802760835081,1487m062-9,1487m062,9,295011,632,0,0,0,148.6939961701052,-6.313297509334821,train
2780803511615498,1937m062-10,1937m062,10,295190,632,0,0,0,193.7551211491032,-6.153257306783821,train
2780808704163844,1447m060-4,1447m060,4,296428,632,0,0,0,144.6849647025891,-6.07444417804346,train
2780808888713220,1557m060-4,1557m060,4,296472,632,0,0,0,155.7453441813631,-5.92923927935386,train
2780809119399941,1695m060-5,1695m060,5,296527,632,0,0,0,169.5931348191029,-6.060464138726116,test
2780809136177157,1705m060-5,1705m060,5,296531,632,0,0,0,170.6279001399387,-5.964710638232445,train
2780809413001236,1871m060-20,1871m060,20,296597,632,0,0,0,187.2778559687865,-5.902644964630009,train
2780813317898244,0608m057-4,0608m057,4,297528,632,0,0,0,60.92310536694801,-5.703242114003898,train
2780814983036943,1605m057-15,1605m057,15,297925,632,0,0,0,160.6685255816197,-5.807984024099218,train
2780815029174289,1633m057-17,1633m057,17,297936,632,0,0,0,163.3844671183183,-5.778919718631576,train
2780815427633159,1871m057-7,1871m057,7,298031,632,0,0,0,187.1266980041424,-5.644526663189309,train
2780821480013840,1894m055-16,1894m055,16,299474,632,0,0,0,189.4840217132725,-5.600214855051958,train
2780825284247558,0570m052-6,0570m052,6,300381,632,0,0,0,57.12098492227761,-5.143957715357749,train
2780825321996294,0592m052-6,0592m052,6,300390,632,0,0,0,59.33442381626327,-5.152000908976473,test
2780826504790018,1299m052-2,1299m052,2,300672,632,0,0,0,129.8791827817803,-5.367114885849795,train
2780826852917259,1507m052-11,1507m052,11,300755,632,0,0,0,150.7526269273841,-5.31771798172448,train
2780827003912197,1598m052-5,1598m052,5,300791,632,0,0,0,159.8117473030522,-5.200972969509879,train
2780827549171714,1924m052-2,1924m052,2,300921,632,0,0,0,192.3191174524889,-5.193998127401319,train
2780827612086279,1961m052-7,1961m052,7,300936,632,0,0,0,196.118647012202,-5.144040973538181,train
2780827645640713,1981m052-9,1981m052,9,300944,632,0,0,0,198.15959063754,-5.36140696815361,train
2780827712749589,2021m052-21,2021m052,21,300960,632,0,0,0,202.2893201602566,-5.221988665669492,train
2780831353405442,0597m050-2,0597m050,2,301828,632,0,0,0,59.90680151378267,-4.909108748258954,test
2780831386959877,0617m050-5,0617m050,5,301836,632,0,0,0,61.68311133987347,-5.001530215954935,train
2780831546343435,0713m050-11,0713m050,11,301874,632,0,0,0,71.2064002948514,-5.071051517217238,train
2780832708165636,1407m050-4,1407m050,4,302151,632,0,0,0,140.7789005934819,-4.877088009886824,train
2780832724942853,1417m050-5,1417m050,5,302155,632,0,0,0,141.8163750604946,-4.922937084064753,train
2780832758497284,1437m050-4,1437m050,4,302163,632,0,0,0,143.7251485253256,-4.896904392283456,val
2780833698021399,1999m050-23,1999m050,23,302387,632,0,0,0,200.003986779553,-5.054026799427454,train
2780833945485337,2147m050-25,2147m050,25,302446,632,0,0,0,214.7650804678826,-5.011278519114813,val
2780839024787461,1583m047-5,1583m047,5,303657,632,0,0,0,158.3511433181854,-4.819838519501117,train
2780839200948252,1688m047-28,1688m047,28,303699,632,0,0,0,168.9429287839167,-4.673931025374496,train
2780839238696971,1711m047-11,1711m047,11,303708,632,0,0,0,171.1618574971513,-4.822050021712026,train
2780839393886217,1803m047-9,1803m047,9,303745,632,0,0,0,180.4229903555219,-4.766655176624638,train
2780839532298240,1886m047-0,1886m047,0,303778,632,0,0,0,188.5309902981829,-4.639416392736623,train
2780839578435584,1914m047-0,1914m047,0,303789,632,0,0,0,191.3050003756715,-4.692749815699176,train
2780839599407120,1926m047-16,1926m047,16,303794,632,0,0,0,192.7226899267106,-4.662988956662414,train
2780839645544466,1954m047-18,1954m047,18,303805,632,0,0,0,195.508839441413,-4.719405680576931,train
2780840098529302,2224m047-22,2224m047,22,303913,632,0,0,0,222.5309384237508,-4.835171585506838,train
2780844880035847,1482m045-7,1482m045,7,305053,632,0,0,0,148.264458337639,-4.484456929518232,train
2780844947144712,1522m045-8,1522m045,8,305069,632,0,0,0,152.3044491122835,-4.619528239082059,train
2780845022642192,1568m045-16,1568m045,16,305087,632,0,0,0,156.918340490414,-4.440162274978672,train
2780845114916872,1623m045-8,1623m045,8,305109,632,0,0,0,162.2912700356097,-4.460131249009329,train
2780845135888388,1635m045-4,1635m045,4,305114,632,0,0,0,163.541040008403,-4.556586474115363,train
2780845362380803,1771m045-3,1771m045,3,305168,632,0,0,0,177.031498341365,-4.401573347227693,train
2780845777616911,2019m045-15,2019m045,15,305267,632,0,0,0,201.9938630760269,-4.383682087939939,train
2780845786005527,2024m045-23,2024m045,23,305269,632,0,0,0,202.4896515295115,-4.595370050127283,train
2780846075412499,2197m045-19,2197m045,19,305338,632,0,0,0,219.7954464498522,-4.552149358350598,train
2780851142131732,1623m042-20,1623m042,20,306546,632,0,0,0,162.4464792334286,-4.320105776705578,test
2780851255377920,1691m042-0,1691m042,0,306573,632,0,0,0,168.9941959947985,-4.140330802862517,train
2780851578339341,1883m042-13,1883m042,13,306650,632,0,0,0,188.4677112478695,-4.148928459629314,test
2780851968409607,2116m042-7,2116m042,7,306743,632,0,0,0,211.6160864692599,-4.176379848760126,train
2780851997769731,2134m042-3,2134m042,3,306750,632,0,0,0,213.3130858782929,-4.218063445421225,train
2780851997769748,2134m042-20,2134m042,20,306750,632,0,0,0,213.4673801876475,-4.161557236573991,val
2780856817025033,1410m040-9,1410m040,9,307899,632,0,0,0,141.0410345919574,-3.962684212819441,train
2780856917688327,1470m040-7,1470m040,7,307923,632,0,0,0,147.0963356595464,-4.076046501284195,train
2780856955437073,1493m040-17,1493m040,17,307932,632,0,0,0,149.4277879418395,-3.987334053973656,train
2780856993185801,1515m040-9,1515m040,9,307941,632,0,0,0,151.6856393986419,-3.967079916099201,train
2780857257426960,1673m040-16,1673m040,16,308004,632,0,0,0,167.4056550564435,-3.939462475587355,train
2780857362284550,1736m040-6,1736m040,6,308029,632,0,0,0,173.5876758710892,-3.964315870092063,train
2780857370673161,1741m040-9,1741m040,9,308031,632,0,0,0,174.0824751579325,-3.930461102331241,test
2780857785909275,1989m040-27,1989m040,27,308130,632,0,0,0,198.9924523243996,-4.047584459017654,train
2780862919737351,1453m037-7,1453m037,7,309354,632,0,0,0,145.3559924910482,-3.856588530704024,train
2780863129452544,1578m037-0,1578m037,0,309404,632,0,0,0,157.7354953170401,-3.683794682758432,train
2780863741820945,1943m037-17,1943m037,17,309550,632,0,0,0,194.434092645836,-3.682053392066844,train
2780863972507670,2081m037-22,2081m037,22,309605,632,0,0,0,208.256374481708,-3.808859786814415,train
2780867529277445,0604m035-5,0604m035,5,310453,632,0,0,0,60.53920409523155,-3.622947583402793,train
2780869035032578,1503m035-2,1503m035,2,310812,632,0,0,0,150.2456518075979,-3.545606884528323,train
2780869395742723,1718m035-3,1718m035,3,310898,632,0,0,0,171.79676460378,-3.597105593908718,train
2780869861310471,1996m035-7,1996m035,7,311009,632,0,0,0,199.6114538209027,-3.455550429547798,train
2780869949390853,2049m035-5,2049m035,5,311030,632,0,0,0,204.8273466855781,-3.38333567004219,train
2780869957779474,2054m035-18,2054m035,18,311032,632,0,0,0,205.5015663192815,-3.403808308085229,train
2780870071025668,2121m035-4,2121m035,4,311059,632,0,0,0,212.0684549795388,-3.402071879938325,test
2780870163300352,2176m035-0,2176m035,0,311081,632,0,0,0,217.5680141780189,-3.620702219871031,train
2780873434857473,0529m032-1,0529m032,1,311861,632,0,0,0,52.89929321205702,-3.155046304217207,test
2780873661349907,0664m032-19,0664m032,19,311915,632,0,0,0,66.49180204603014,-3.296397916292555,train
2780873728458762,0704m032-10,0704m032,10,311931,632,0,0,0,70.48621190101709,-3.353726913479923,train
2780875393597443,1698m032-3,1698m032,3,312328,632,0,0,0,169.820393752481,-3.204201234492448,val
2780875435540486,1723m032-6,1723m032,6,312338,632,0,0,0,172.3471363021581,-3.343658715982403,train
2780875515232263,1771m032-7,1771m032,7,312357,632,0,0,0,177.0421006914297,-3.15940885503215,train
2780875959828481,2036m032-1,2036m032,1,312463,632,0,0,0,203.6016083213428,-3.154814764371592,train
2780881664081924,1838m030-4,1838m030,4,313823,632,0,0,0,183.8425411154194,-2.945859494171151,val
2780882402279431,2278m030-7,2278m030,7,313999,632,0,0,0,227.8206850633839,-2.884932582093208,train
2780885514452993,0533m027-1,0533m027,1,314741,632,0,0,0,53.28993023160722,-2.768709908212633,train
2780887619993602,1788m027-2,1788m027,2,315243,632,0,0,0,178.8756539235678,-2.647125814213719,train
2780887750017043,1866m027-19,1866m027,19,315274,632,0,0,0,186.6675686389867,-2.839977656812494,train
2780887880040463,1943m027-15,1943m027,15,315305,632,0,0,0,194.4479956039231,-2.744348803858369,train
2780888320442370,2206m027-2,2206m027,2,315410,632,0,0,0,220.5242779299995,-2.800847833922775,train
2780893370384390,1616m025-6,1616m025,6,316614,632,0,0,0,161.6255883584412,-2.577857949592833,val
2780893882089476,1921m025-4,1921m025,4,316736,632,0,0,0,192.0516130848171,-2.428317805387747,val
2780893970169859,1973m025-3,1973m025,3,316757,632,0,0,0,197.3004457123105,-2.484728989580264,train
2780893978558468,1978m025-4,1978m025,4,316759,632,0,0,0,197.7699566837212,-2.47427031297291,train
2780897577271296,0523m022-0,0523m022,0,317617,632,0,0,0,52.25708289764857,-2.319752648450641,val
2780897652768768,0568m022-0,0568m022,0,317635,632,0,0,0,56.75038847817549,-2.323258952978572,train
2780899137552387,1453m022-3,1453m022,3,317989,632,0,0,0,145.4096312332933,-2.172715541525394,train
2780899166912529,1471m022-17,1471m022,17,317996,632,0,0,0,147.2153503956832,-2.359949231998393,train
2780899741532163,1813m022-3,1813m022,3,318133,632,0,0,0,181.3422626501323,-2.186191336380545,test
2780899812835343,1856m022-15,1856m022,15,318150,632,0,0,0,185.6577656159273,-2.175725598567039,train
2780900043522057,1993m022-9,1993m022,9,318205,632,0,0,0,199.347706858159,-2.190528540105406,train
2780905479340035,1633m020-3,1633m020,3,319501,632,0,0,0,163.2847783076095,-2.051873462097223,train
2780905609363456,1711m020-0,1711m020,0,319532,632,0,0,0,171.0179597955643,-2.055141801022536,train
2780905613557766,1713m020-6,1713m020,6,319533,632,0,0,0,171.3704133106343,-2.061330100176119,train
2780905655500806,1738m020-6,1738m020,6,319543,632,0,0,0,173.8438269994597,-2.060611881447403,train
2780906024599571,1958m020-19,1958m020,19,319631,632,0,0,0,195.9461338764068,-2.032208381250034,test
2780906028793864,1961m020-8,1961m020,8,319632,632,0,0,0,196.1210464537189,-2.095257096905231,test
2780906108485651,2008m020-19,2008m020,19,319651,632,0,0,0,200.962847107549,-2.0453591223768,train
2780906393698314,2178m020-10,2178m020,10,319719,632,0,0,0,217.8442402906166,-2.119119987151571,train
2780909619118086,0501m017-6,0501m017,6,320488,632,0,0,0,50.23267318613961,-1.708114489870304,test
2780909623312388,0503m017-4,0503m017,4,320489,632,0,0,0,50.27629057299374,-1.835466048711701,train
2780909975633945,0713m017-25,0713m017,25,320573,632,0,0,0,71.45991321465526,-1.644249004472351,train
2780911439446028,1586m017-12,1586m017,12,320922,632,0,0,0,158.6915615450942,-1.869527872641761,test
2780911439446033,1586m017-17,1586m017,17,320922,632,0,0,0,158.7412565345459,-1.864229626380153,train
2780911716270088,1751m017-8,1751m017,8,320988,632,0,0,0,175.137914128129,-1.712717331227942,val
2780912026648579,1936m017-3,1936m017,3,321062,632,0,0,0,193.5746618188907,-1.813150134691475,train
2780912085368849,1971m017-17,1971m017,17,321076,632,0,0,0,197.1980168810776,-1.655287768149278,train
2780912093757458,1976m017-18,1976m017,18,321078,632,0,0,0,197.6591305308008,-1.78900646274109,train
2780912160866310,2016m017-6,2016m017,6,321094,632,0,0,0,201.6063720056037,-1.705075231310408,train
2780912223780871,2053m017-7,2053m017,7,321109,632,0,0,0,205.3430994323043,-1.775026431978616,train
2780912282501128,2088m017-8,2088m017,8,321123,632,0,0,0,208.930592330583,-1.845790204680652,val
2780912437690376,2181m017-8,2181m017,8,321160,632,0,0,0,218.0991982390187,-1.806439243333426,val
2780917336637452,1501m015-12,1501m015,12,322328,632,0,0,0,150.2076710518697,-1.534556412862101,train
2780917483438085,1588m015-5,1588m015,5,322363,632,0,0,0,158.7922296474514,-1.568326538732534,train
2780917496021000,1596m015-8,1596m015,8,322366,632,0,0,0,159.6689718458437,-1.485287135760915,train
2780917886091267,1828m015-3,1828m015,3,322459,632,0,0,0,182.8579446184318,-1.585501374680427,train
2780918074834955,1941m015-11,1941m015,11,322504,632,0,0,0,194.1614618109943,-1.596976333762182,train
2780918150332451,1986m015-35,1986m015,35,322522,632,0,0,0,198.7422763664121,-1.593501770851929,train
2780918334881799,2096m015-7,2096m015,7,322566,632,0,0,0,209.6080584541273,-1.421055501970421,train
2780918397796358,2133m015-6,2133m015,6,322581,632,0,0,0,213.3293232119047,-1.375898365889004,test
2780921983926275,0671m012-3,0671m012,3,323436,632,0,0,0,67.1348490896099,-1.164875766369509,val
2780923246411778,1423m012-2,1423m012,2,323737,632,0,0,0,142.2648855556645,-1.340394256797246,train
2780923254800395,1428m012-11,1428m012,11,323739,632,0,0,0,142.9610054584823,-1.193693578267869,train
2780923347075073,1483m012-1,1483m012,1,323761,632,0,0,0,148.2933370716954,-1.137636934288259,train
2780923699396627,1693m012-19,1693m012,19,323845,632,0,0,0,169.4339008139143,-1.243389853668331,train
2780924022358017,1886m012-1,1886m012,1,323922,632,0,0,0,188.5171397410456,-1.145881056045938,train
2780924055912464,1906m012-16,1906m012,16,323930,632,0,0,0,190.73581323604,-1.280897302678451,val
2780924135604253,1953m012-29,1953m012,29,323949,632,0,0,0,195.4865552622516,-1.126568756044201,train
2780924349513730,2081m012-2,2081m012,2,324000,632,0,0,0,208.0145914193633,-1.286894098946485,train
2780924391456783,2106m012-15,2106m012,15,324010,632,0,0,0,210.6831489789723,-1.311250014482002,train
2780927742705664,0503m010-0,0503m010,0,324809,632,0,0,0,50.25311521462984,-0.9798897248705972,train
2780929160380425,1348m010-9,1348m010,9,325147,632,0,0,0,134.8170963663589,-0.9933750563362366,train
2780929202323465,1373m010-9,1373m010,9,325157,632,0,0,0,137.3751334634135,-1.044383811382748,train
2780929361707009,1468m010-1,1468m010,1,325195,632,0,0,0,146.7629950918424,-0.9308265779212462,train
2780929588199434,1603m010-10,1603m010,10,325249,632,0,0,0,160.344741475185,-0.9387975241845804,train
2780929839857666,1753m010-2,1753m010,2,325309,632,0,0,0,175.322172772993,-1.053431498952625,val
2780929940520977,1813m010-17,1813m010,17,325333,632,0,0,0,181.4531032616626,-1.075834984658604,train
2780929957298193,1823m010-17,1823m010,17,325337,632,0,0,0,182.453757731678,-0.9848649508160364,val
2780930271870994,2011m010-18,2011m010,18,325412,632,0,0,0,201.152311448026,-1.033159751878675,train
2780930380922887,2076m010-7,2076m010,7,325438,632,0,0,0,207.6223950990033,-0.9521143026389792,train
2780930422865923,2101m010-3,2101m010,3,325448,632,0,0,0,210.0336616480777,-1.062924711845772,train
2780930527723544,2163m010-24,2163m010,24,325473,632,0,0,0,216.4488361516664,-0.9228532568771682,train
2780930590638117,2201m010-37,2201m010,37,325488,632,0,0,0,220.2328371047624,-1.111676939445568,train
2780935560888323,1563m007-3,1563m007,3,326673,632,0,0,0,156.337990372544,-0.8604009748891488,train
2780935862878216,1743m007-8,1743m007,8,326745,632,0,0,0,174.3511812841471,-0.7428156496420297,train
2780936005484544,1828m007-0,1828m007,0,326779,632,0,0,0,182.7546142965316,-0.6738800281246078,val
2780936290697225,1998m007-9,1998m007,9,326847,632,0,0,0,199.8535664408665,-0.6285861730332959,train
2780936328445952,2021m007-0,2021m007,0,326856,632,0,0,0,202.0103890379438,-0.8139878281934736,train
2780936349417487,2033m007-15,2033m007,15,326861,632,0,0,0,203.4776877155922,-0.7309726185460985,train
2780939822301191,0503m005-7,0503m005,7,327689,632,0,0,0,50.42848870282138,-0.5404986807814844,test
2780939851661316,0521m005-4,0521m005,4,327696,632,0,0,0,52.08309913599489,-0.5885595030690236,val
2780941814595591,1691m005-7,1691m005,7,328164,632,0,0,0,169.143087748978,-0.4304792996355514,test
2780941923647499,1756m005-11,1756m005,11,328190,632,0,0,0,175.6244266984671,-0.461202589340001,train
2780942095613965,1858m005-13,1858m005,13,328231,632,0,0,0,185.8623492681545,-0.5371556293011391,val
2780942330495000,1998m005-24,1998m005,24,328287,632,0,0,0,199.9899392745082,-0.5796251691758323,train
2780942334689285,2001m005-5,2001m005,5,328288,632,0,0,0,200.0534612309044,-0.5497765027713826,train
2780942422769671,2053m005-7,2053m005,7,328309,632,0,0,0,205.3453121387663,-0.3794012940419623,train
2780947418185731,1431m002-3,1431m002,3,329500,632,0,0,0,143.0445474866667,-0.2387998561651076,train
2780947732758535,1618m002-7,1618m002,7,329575,632,0,0,0,161.810625738815,-0.1416492629073657,train
2780948080885762,1826m002-2,1826m002,2,329658,632,0,0,0,182.5471967321751,-0.3526941651799351,train
2780948168966157,1878m002-13,1878m002,13,329679,632,0,0,0,187.9178787397469,-0.2754574357798569,train
2780948257046548,1931m002-20,1931m002,20,329700,632,0,0,0,193.2371233891589,-0.1813289474634877,train
2780948340932614,1981m002-6,1981m002,6,329720,632,0,0,0,198.0987673552085,-0.2108564870735524,train
2780948395458567,2013m002-7,2013m002,7,329733,632,0,0,0,201.3508578881783,-0.1648821938604298,test
2780948508704773,2081m002-5,2081m002,5,329760,632,0,0,0,208.1325589108415,-0.3076924018872423,train
2780951901896704,0503p000-0,0503p000,0,330569,632,0,0,0,50.27180119703874,-0.0764689493748979,train
2780953340542977,1361p000-1,1361p000,1,330912,632,0,0,0,136.1232956767597,-0.0713852450583567,train
2780953990660105,1748p000-9,1748p000,9,331067,632,0,0,0,174.9481286946328,0.0546636234966551,train
2780954137460742,1836p000-6,1836p000,6,331102,632,0,0,0,183.6444578606219,-0.0695076676865038,train
2780954372341760,1976p000-0,1976p000,0,331158,632,0,0,0,197.5544066842255,-0.0609821741576354,train
2780954661748746,2148p000-10,2148p000,10,331227,632,0,0,0,214.9576382938385,-0.1121307128566683,train
2780959313231888,1321p002-16,1321p002,16,332336,632,0,0,0,132.2197324213341,0.1905237133462482,train
2780959401312257,1373p002-1,1373p002,1,332357,632,0,0,0,137.2551506317856,0.2514469647494434,test
2780959988514831,1723p002-15,1723p002,15,332497,632,0,0,0,172.4791777681222,0.3037146595931491,train
2780960080789518,1778p002-14,1778p002,14,332519,632,0,0,0,177.9680668428129,0.1831774018521461,train
2780960391168008,1963p002-8,1963p002,8,332593,632,0,0,0,196.3251266071058,0.2301379865385118,test
2780963973103621,0498p005-5,0498p005,5,333447,632,0,0,0,49.89804239166196,0.4044765277918262,val
2780965910872079,1653p005-15,1653p005,15,333909,632,0,0,0,165.4532008744578,0.4560933732737998,train
2780965973786630,1691p005-6,1691p005,6,333924,632,0,0,0,169.0795668854306,0.5902428550937658,train
2780966007341067,1711p005-11,1711p005,11,333932,632,0,0,0,171.1654964985959,0.405458349908238,val
2780966103810052,1768p005-4,1768p005,4,333955,632,0,0,0,176.8300960824179,0.564211877484425,train
2780966359662592,1921p005-0,1921p005,0,334016,632,0,0,0,192.0051708870235,0.5710982635839096,val
2780966653263882,2096p005-10,2096p005,10,334086,632,0,0,0,209.6364120171885,0.3916482505304951,train
2780966804258822,2186p005-6,2186p005,6,334122,632,0,0,0,218.5655941571331,0.5195118936889668,train
2780966871367707,2226p005-27,2226p005,27,334138,632,0,0,0,222.7054838109333,0.5341026753723489,val
2780966930087963,2261p005-27,2261p005,27,334152,632,0,0,0,226.1818591180858,0.5666328809608787,train
2780971514462211,1393p007-3,1393p007,3,335245,632,0,0,0,139.3795112959389,0.6386793396862906,train
2780971900338186,1623p007-10,1623p007,10,335337,632,0,0,0,162.4200049399184,0.7298656336601089,train
2780972017778692,1693p007-4,1693p007,4,335365,632,0,0,0,169.2869186265036,0.7196461345344377,train
2780972110053387,1748p007-11,1748p007,11,335387,632,0,0,0,174.8307402202785,0.759105191118814,train
2780972122636294,1756p007-6,1756p007,6,335390,632,0,0,0,175.5782240739501,0.7344969769226332,train
2780972609175557,2046p007-5,2046p007,5,335506,632,0,0,0,204.5773634304506,0.8210480531900357,train
